6.46154e+04 4.80000e+04 0 0.020 0.0 0.0 1.0e10
9.78462e+04 4.80000e+04 0 0.020 0.0 0.0 1.0e10
1.14462e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
1.31077e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
1.64308e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
1.97538e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
2.14154e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
2.47385e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
2.97231e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
3.13846e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
3.47077e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
3.63692e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
3.96923e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
4.30154e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
4.46769e+05 4.80000e+04 0 0.020 0.0 0.0 1.0e10
